id,title,houseIcon,dealDate,totalPrice,positionIcon,source,unitPrice,dealHouseTxt
2896,松榆西里 2室1厅 58.7平米,南 北 | 其他,2018.03.28,365,低楼层(共6层) 1992年建板楼,链家成交,62931,742
2897,天天朝阳 1室0厅 38.44平米,东 | 精装 | 有电梯,2018.03.28,255,顶层(共16层) 2005年建塔楼,链家成交,67105,3000
2898,筑华年 2室1厅 83.89平米,南 | 精装,2018.03.28,618,中楼层(共28层) 2012年建板楼,链家成交,74457,3000
2899,公园大道 2室2厅 150.71平米,东北 | 精装 | 有电梯,2018.03.28,1580,高楼层(共31层) 2005年建板塔结合,链家成交,105333,809
2901,驼房营南里 2室1厅 76.51平米,西北 | 精装 | 有电梯,2018.03.28,396,高楼层(共19层) 1997年建塔楼,链家成交,52105,3000
2902,华贸城 2室1厅 52.26平米,西南 | 精装 | 有电梯,2018.03.28,458,中楼层(共17层) 2012年建板塔结合,链家成交,88076,3000
2903,华发颐园 1室0厅 59.53平米,西 | 精装,2018.03.27,335,中楼层(共19层) 2007年建板塔结合,链家成交,56779,247
2904,北苑家园望春园 2室1厅 105.55平米,东南 | 精装 | 有电梯,2018.03.27,640,高楼层(共25层) 2007年建塔楼,链家成交,60952,777
2905,西坝河东里 3室1厅 78.38平米,东 南 北 | 简装 | 有电梯,2018.03.27,625,中楼层(共24层) 1989年建塔楼,链家成交,80128,922
2906,梵谷水郡 1室0厅 45.35平米,西南 | 简装 | 有电梯,2018.03.27,300,顶层(共24层) 2008年建塔楼,链家成交,66666,3000
2907,石佛营东里小区 3室1厅 97.74平米,东南 北 | 简装 | 有电梯,2018.03.27,530,中楼层(共18层) 1997年建塔楼,链家成交,54639,3000
2908,柏林爱乐二期 1室0厅 49.16平米,北 | 精装 | 有电梯,2018.03.27,280,高楼层(共21层) 2005年建塔楼,链家成交,57142,1070
2909,安华里一区 3室1厅 71.78平米,西南 | 简装 | 有电梯,2018.03.27,620,低楼层(共18层) 1987年建塔楼,链家成交,87323,875
2910,石佛营西里小区 1室1厅 47.36平米,南 北 | 精装 | 无电梯,2018.03.27,292,中楼层(共6层) 1994年建板楼,链家成交,62127,3000
2911,双花园南里一区 2室1厅 121.71平米,东 | 简装 | 有电梯,2018.03.27,738,高楼层(共22层) 2000年建塔楼,链家成交,60991,1002
2912,农业部宿舍 1室1厅 43.28平米,南 | 简装,2018.03.27,330,中楼层(共6层) 1994年建板楼,链家成交,76744,877
2913,秀水园 2室1厅 69.56平米,东 西 | 简装 | 有电梯,2018.03.27,420,中楼层(共14层) 1996年建板塔结合,链家成交,60869,430
2914,红庙北里 2室1厅 66.46平米,东 | 简装,2018.03.27,340,顶层(共4层) 1950年建板楼,链家成交,51515,712
2915,首城国际 2室1厅 87.14平米,南 | 精装 | 有电梯,2018.03.27,848,中楼层(共28层) 2011年建塔楼,链家成交,97471,772
2916,绿岛苑西区 2室1厅 75.92平米,东南 | 其他 | 有电梯,2018.03.26,348,低楼层(共24层) 1998年建塔楼,链家成交,46400,3000
2917,首开常青藤二期 3室1厅 91.54平米,南 北 | 精装 | 有电梯,2018.03.26,610,中楼层(共6层) 2011年建板楼,链家成交,67032,3000
2918,美景东方 3室2厅 138.73平米,西南 | 精装 | 有电梯,2018.03.26,1040,中楼层(共21层) 2012年建板塔结合,链家成交,75362,896
2919,西坝河北里 2室1厅 67.72平米,南 | 简装 | 有电梯,2018.03.26,410,低楼层(共16层) 1989年建塔楼,链家成交,61194,918
2920,弘善家园 3室1厅 90.1平米,西北 | 简装 | 有电梯,2018.03.26,440,低楼层(共28层) 2009年建塔楼,链家成交,48888,975
2921,华贸城 2室1厅 53.01平米,东南 | 精装 | 有电梯,2018.03.26,465,低楼层(共17层) 2011年建板塔结合,链家成交,87735,650
2922,管庄西里 1室1厅 50.47平米,南 | 精装 | 无电梯,2018.03.26,249,顶层(共6层) 1996年建板楼,链家成交,49800,3000
2923,华威西里 2室1厅 61.74平米,西南 | 精装 | 有电梯,2018.03.26,375,低楼层(共22层) 1990年建塔楼,链家成交,61475,1193
2924,惠中园 3室1厅 138.09平米,南 西 北 | 简装 | 有电梯,2018.03.26,890,高楼层(共24层) 1999年建塔楼,链家成交,64492,611
2925,观音景园一期 2室1厅 76.63平米,南 北 | 其他 | 无电梯,2018.03.26,360,底层(共6层) 2002年建板楼,链家成交,47368,3000
2926,安慧北里秀园 2室1厅 45.8平米,东南 南 | 精装 | 无电梯,2018.03.26,380,中楼层(共6层) 1992年建板楼,链家成交,84444,1022
2927,柏林爱乐四期 2室1厅 101.08平米,南 北 | 精装 | 有电梯,2018.03.26,588,低楼层(共7层) 2008年建板楼,链家成交,58217,857
2928,世纪村东区 1室1厅 58.39平米,南 北 | 简装 | 有电梯,2018.03.26,420,中楼层(共24层) 1996年建塔楼,链家成交,72413,901
2929,慧忠里 1室1厅 45.5平米,东 东南 西 | 简装 | 无电梯,2018.03.25,380,高楼层(共6层) 1993年建板楼,链家成交,84444,530
2930,天鹅湾南区 3室2厅 166.92平米,南 北 | 精装 | 有电梯,2018.03.25,1300,高楼层(共20层) 2010年建板塔结合,链家成交,78313,868
2931,青年汇佳园 2室2厅 94.24平米,东南 | 精装 | 有电梯,2018.03.25,680,低楼层(共20层) 2006年建塔楼,链家成交,72340,549
2932,上东三角洲 3室1厅 111.31平米,东 南 北 | 简装 | 有电梯,2018.03.25,595,高楼层(共24层) 2004年建塔楼,链家成交,53603,3000
2933,长楹天街 2室1厅 120.59平米,南 北 | 精装 | 有电梯,2018.03.25,930,顶层(共18层) 2013年建塔楼,链家成交,77500,516
2934,华贸城 1室1厅 52.16平米,东 | 精装 | 有电梯,2018.03.25,440,中楼层(共17层) 2012年建板塔结合,链家成交,84615,938
2935,蓝色家族 2室2厅 127.01平米,南 | 简装 | 有电梯,2018.03.25,798,高楼层(共31层) 2003年建塔楼,链家成交,62834,365
2936,远洋一方林语苑 1室1厅 66.66平米,西北 | 精装 | 有电梯,2018.03.25,355,低楼层(共18层) 2009年建板塔结合,链家成交,53787,3000
2937,万科金阳 1室0厅 49.74平米,南 | 精装,2018.03.24,350,低楼层(共22层) 2007年建塔楼,链家成交,71428,3000
2938,北京新天地 2室1厅 93.89平米,西南 北 | 精装 | 有电梯,2018.03.24,525,中楼层(共28层) 2008年建板塔结合,链家成交,56451,1096
2939,晨光家园 1室1厅 76.85平米,南 | 精装 | 有电梯,2018.03.24,455,高楼层(共26层) 2000年建塔楼,链家成交,59868,604
2940,东湖湾三期 2室1厅 93.15平米,南 | 精装 | 有电梯,2018.03.24,1150,低楼层(共28层) 2012年建板楼,链家成交,123655,390
2941,柏林爱乐三期 2室1厅 66.64平米,西 | 精装 | 有电梯,2018.03.24,399,中楼层(共11层) 2007年建板楼,链家成交,60454,997
2942,南新园 2室1厅 74平米,东 西 | 精装,2018.03.24,410,中楼层(共6层) 1995年建板楼,链家成交,55405,1061
2943,定福庄西街 2室1厅 72.29平米,东 西 | 精装 | 无电梯,2018.03.24,361,中楼层(共6层) 1997年建板楼,链家成交,50138,465
2944,新源西里中街 1室1厅 47.63平米,西南 | 精装 | 有电梯,2018.03.23,330,低楼层(共22层) 1988年建塔楼,链家成交,70212,3000
2945,观音景园二期 2室1厅 76.96平米,东 南 北 | 精装 | 无电梯,2018.03.23,350,高楼层(共6层) 2006年建板楼,链家成交,46052,3000
2946,天鹅湾南区 3室3厅 144.35平米,南 | 精装 | 有电梯,2018.03.23,1500,中楼层(共10层) 2010年建板塔结合,链家成交,104166,1028
2947,北京新天地 1室1厅 61.44平米,东南 | 精装 | 有电梯,2018.03.23,350,高楼层(共28层) 2009年建板塔结合,链家成交,57377,3000
2948,劲松南路 1室1厅 44.13平米,南 北 | 其他 | 无电梯,2018.03.23,278,顶层(共6层) 1991年建板楼,链家成交,63181,412
2949,慧忠北里第三社区 2室1厅 79.15平米,南 | 其他 | 有电梯,2018.03.22,600,高楼层(共25层) 1998年建塔楼,链家成交,75949,425
2950,中建玲珑山 2室1厅 86.98平米,南 | 精装,2018.03.22,285,低楼层(共14层) 2013年建板塔结合,链家成交,33139,3000
2951,中海城圣朝菲 2室1厅 101.76平米,西 | 简装 | 有电梯,2018.03.22,605,中楼层(共20层) 2009年建板塔结合,链家成交,59900,3000
2952,定福景园 1室1厅 55.47平米,南 北 | 精装 | 无电梯,2018.03.22,320,底层(共6层) 2006年建板楼,链家成交,58181,410
2953,荣尊堡国际俱乐部公寓 1室2厅 101.38平米,西南 | 精装 | 有电梯,2018.03.22,780,高楼层(共23层) 2005年建塔楼,链家成交,77227,745
2954,西坝河东里 2室1厅 61.17平米,南 西 北 | 简装 | 无电梯,2018.03.22,380,顶层(共6层) 1986年建板楼,链家成交,62295,1013
2955,天居园 1室1厅 51.11平米,北 | 精装 | 有电梯,2018.03.22,340,中楼层(共32层) 2008年建塔楼,链家成交,66666,693
2956,安贞西里 1室1厅 38.48平米,东 | 简装 | 无电梯,2018.03.22,315,底层(共6层) 1983年建板楼,链家成交,82894,748
2957,农光里 1室1厅 47.3平米,西南 | 简装 | 有电梯,2018.03.22,293,低楼层(共18层) 1995年建塔楼,链家成交,62340,409
2958,东恒时代二期 2室1厅 89.46平米,南 | 精装,2018.03.22,820,高楼层(共16层) 2006年建板楼,链家成交,92134,837
2959,富华家园 2室1厅 90.45平米,西南 | 精装 | 有电梯,2018.03.22,470,中楼层(共22层) 2004年建板塔结合,链家成交,52222,1179
2960,幸福二村 2室1厅 55.53平米,南 | 精装 | 有电梯,2018.03.22,437,高楼层(共11层) 1990年建板塔结合,链家成交,79454,1097
2961,三丰里小区 1室1厅 45.61平米,南 北 | 精装 | 无电梯,2018.03.21,346,高楼层(共6层) 1995年建板楼,链家成交,76888,825
2962,管庄南街 2室1厅 64.25平米,南 北 | 精装,2018.03.21,308,中楼层(共6层) 1998年建板楼,链家成交,48125,3000
2963,锦鸿阁 2室2厅 76.05平米,东 | 精装 | 有电梯,2018.03.21,570,中楼层(共14层) 2006年建板塔结合,链家成交,75000,737
2964,北辰福第二号院 2室1厅 86.38平米,南 北 | 简装,2018.03.21,430,中楼层(共27层) 2008年建板楼,链家成交,50000,546
2965,北京像素南区 2室1厅 51.33平米,西 | 精装 | 有电梯,2018.03.21,222,中楼层(共16层) 2012年建板塔结合,链家成交,43529,339
2966,华源冠军城 1室0厅 43.09平米,东北 | 精装 | 有电梯,2018.03.21,352,低楼层(共23层) 2006年建塔楼,链家成交,81860,625
2967,泛海国际碧海园 1室2厅 119.32平米,南 | 精装 | 有电梯,2018.03.21,1300,底层(共18层) 2008年建板楼,链家成交,109243,3000
2968,柏林爱乐二期 1室1厅 60.9平米,东南 | 精装 | 有电梯,2018.03.21,350,中楼层(共22层) 2007年建塔楼,链家成交,58333,1103
2969,双龙南里 2室1厅 59.71平米,南 北 | 精装 | 无电梯,2018.03.21,320,顶层(共6层) 1994年建板楼,链家成交,54237,3000
2970,梵谷水郡 2室1厅 80.55平米,西南 | 其他,2018.03.21,468,高楼层(共24层) 2005年建塔楼,链家成交,58500,3000
2971,大成国际 1室0厅 54.59平米,南 | 精装,2018.03.21,310,高楼层(共21层) 2007年建板塔结合,链家成交,57407,976
2972,兴隆家园 1室1厅 67.55平米,东南 | 精装 | 有电梯,2018.03.21,400,高楼层(共24层) 2001年建塔楼,链家成交,59701,1024
2973,北京像素南区 2室1厅 55.95平米,西南 | 精装,2018.03.21,235,高楼层(共16层) 2012年建板塔结合,链家成交,42727,587
2974,灵通观 3室1厅 81.15平米,东南 | 简装 | 无电梯,2018.03.21,551,顶层(共7层) 1994年建板楼,链家成交,68024,685
2975,中国第一商城 3室1厅 169.25平米,东南 | 精装,2018.03.20,950,中楼层(共31层) 1999年建塔楼,链家成交,56213,960
2976,华威北里 1室1厅 47.49平米,西 | 精装 | 无电梯,2018.03.20,295,高楼层(共6层) 1995年建板楼,链家成交,62765,191
2977,n次方 1室1厅 43.97平米,东南 | 其他 | 有电梯,2018.03.20,190,中楼层(共18层) 2014年建塔楼,链家成交,44186,3000
2978,碧水园 3室1厅 117.94平米,东北 | 简装 | 有电梯,2018.03.20,750,中楼层(共21层) 2000年建塔楼,链家成交,64102,323
2979,松榆东里 1室1厅 41.32平米,南 北 | 毛坯 | 无电梯,2018.03.20,260,低楼层(共6层) 1992年建板楼,链家成交,63414,749
2980,惠新里小区 3室1厅 67.82平米,南 北 | 简装 | 无电梯,2018.03.20,525,高楼层(共6层) 1992年建板楼,链家成交,78358,534
2981,瞰都国际 1室0厅 60.45平米,西北 | 精装,2018.03.20,445,中楼层(共19层) 2005年建塔楼,链家成交,74166,589
2982,丽都壹号 3室2厅 122.07平米,南 北 | 精装 | 有电梯,2018.03.20,1000,高楼层(共22层) 2013年建板楼,链家成交,81967,3000
2983,华贸城 2室1厅 86.13平米,南 北 | 其他 | 有电梯,2018.03.20,648,中楼层(共27层) 2014年建板楼,链家成交,75348,3000
2984,珠江罗马嘉园西区 1室0厅 61.35平米,南 | 精装,2018.03.19,369,中楼层(共8层) 2004年建板塔结合,链家成交,60491,640
2985,富力又一城C区 2室1厅 85.84平米,西 | 精装 | 有电梯,2018.03.19,475,中楼层(共23层) 2010年建塔楼,链家成交,55882,3000
2986,吕营嘉园 1室1厅 58.06平米,南 北 | 简装 | 无电梯,2018.03.19,306,低楼层(共6层) 2005年建板楼,链家成交,52758,3000
2987,东大桥路 3室1厅 58.19平米,南 北 | 精装,2018.03.19,450,底层(共5层) 1965年建板楼,链家成交,77586,448
2988,翠成馨园 3室2厅 126.94平米,南 北 | 精装 | 有电梯,2018.03.19,640,低楼层(共11层) 2007年建板楼,链家成交,50793,1153
2989,金隅康惠园 2室1厅 77.44平米,东 西 | 精装 | 有电梯,2018.03.19,310,中楼层(共21层) 2010年建板楼,链家成交,40259,1073
2990,甜水园东里 1室1厅 42.24平米,南 | 简装 | 无电梯,2018.03.19,288,中楼层(共6层) 1987年建板楼,链家成交,68571,710
2991,西坝河北里 3室1厅 92.3平米,南 北 | 精装 | 无电梯,2018.03.19,692,低楼层(共7层) 1998年建板楼,链家成交,75217,789
2992,双龙南里 1室1厅 46.21平米,南 | 精装 | 无电梯,2018.03.19,290,中楼层(共6层) 1994年建板楼,链家成交,63043,645
2993,炫特嘉园三期 1室0厅 40.89平米,北 | 精装 | 有电梯,2018.03.19,265,中楼层(共25层) 2006年建板塔结合,链家成交,66250,3000
2994,京通苑 2室1厅 110.54平米,东南 | 其他 | 有电梯,2018.03.19,460,高楼层(共24层) 2000年建塔楼,链家成交,41818,947
2995,珠江帝景 3室1厅 113.69平米,北 | 精装 | 有电梯,2018.03.18,880,低楼层(共25层) 2004年建塔楼,链家成交,77876,297
2996,芍药居北里 2室1厅 94.87平米,南 北 | 毛坯 | 有电梯,2018.03.18,700,低楼层(共20层) 2008年建板楼,链家成交,74468,3000
2998,华美橡树岭 2室1厅 87.99平米,南 北 | 精装 | 有电梯,2018.03.18,439,低楼层(共6层) 2008年建板楼,链家成交,50459,3000
2999,京通苑 2室1厅 71.6平米,南 北 | 精装 | 无电梯,2018.03.18,320,顶层(共6层) 1996年建板楼,链家成交,45070,1033
3000,上东上层 2室1厅 91.24平米,南 北 | 简装 | 无电梯,2018.03.18,420,顶层(共6层) 2007年建板楼,链家成交,46153,3000
3001,团结湖中路北二条 1室1厅 38.56平米,南 | 精装 | 无电梯,2018.03.18,290,中楼层(共5层) 1979年建板楼,链家成交,76315,1121
3002,北苑家园紫绶园 3室1厅 100.99平米,东 南 北 | 其他 | 有电梯,2018.03.18,550,低楼层(共13层) 2001年建板楼,链家成交,55000,3000
3003,沿海赛洛城 1室1厅 53.64平米,东 | 其他,2018.03.18,350,高楼层(共25层) 2008年建塔楼,链家成交,66037,3000
3005,后现代城 2室1厅 94.58平米,东北 | 其他 | 有电梯,2018.03.18,650,低楼层(共28层) 2006年建塔楼,链家成交,69148,699
3006,北京新天地 1室2厅 67.37平米,西北 | 精装 | 有电梯,2018.03.17,358,低楼层(共26层) 2009年建板塔结合,链家成交,53432,3000
3007,安苑北里 3室1厅 80.15平米,东南 | 精装 | 有电梯,2018.03.17,580,低楼层(共25层) 1989年建塔楼,链家成交,72500,366
3008,上东三角洲 3室1厅 147.03平米,西南 | 简装 | 有电梯,2018.03.17,725,低楼层(共24层) 2004年建塔楼,链家成交,49319,3000
3009,柏林爱乐四期 2室1厅 101.89平米,南 北 | 精装 | 有电梯,2018.03.17,598,中楼层(共7层) 2008年建板楼,链家成交,59207,778
3011,珠江帝景 2室1厅 117.82平米,南 | 简装 | 有电梯,2018.03.17,988,低楼层(共26层) 2004年建塔楼,链家成交,84444,498
3012,惠新里小区 3室1厅 74.73平米,南 北 | 简装 | 无电梯,2018.03.17,650,低楼层(共6层) 1992年建板楼,链家成交,87837,742
3013,西坝河西里 3室1厅 77.64平米,东北 | 精装 | 有电梯,2018.03.16,560,低楼层(共16层) 1987年建塔楼,链家成交,72727,1097
3014,福怡苑 2室1厅 72.56平米,东 西 | 精装 | 无电梯,2018.03.16,350,中楼层(共6层) 1998年建板楼,链家成交,48611,3000
3015,日月东华 2室1厅 68.25平米,东南 | 精装 | 有电梯,2018.03.16,409,高楼层(共21层) 2000年建塔楼,链家成交,60147,3000
3016,大西洋新城F区 5室2厅 209.39平米,南 北 | 精装 | 有电梯,2018.03.15,1960,高楼层(共8层) 2006年建板楼,链家成交,93779,691
3018,安贞里 2室1厅 54.21平米,南 北 | 精装 | 无电梯,2018.03.15,435,高楼层(共6层) 1984年建板楼,链家成交,80555,888
3019,炫特嘉园三期 1室1厅 71.37平米,南 北 | 精装 | 有电梯,2018.03.15,437,高楼层(共24层) 2006年建板塔结合,链家成交,61549,3000
3020,柏林爱乐三期 1室1厅 68.59平米,南 | 精装 | 有电梯,2018.03.15,408,高楼层(共15层) 2007年建板楼,链家成交,60000,771
3021,富力又一城B区 2室2厅 82.14平米,西北 | 其他 | 有电梯,2018.03.15,420,中楼层(共22层) 2007年建塔楼,链家成交,51219,3000
3022,金台北街 2室1厅 60.2平米,南 | 精装,2018.03.15,415,低楼层(共16层) 1987年建板楼,链家成交,69166,537
3023,慧忠北里第二社区 1室1厅 69.84平米,西 | 精装 | 有电梯,2018.03.15,450,顶层(共25层) 1999年建塔楼,链家成交,65217,861
3024,华贸城 1室1厅 66.94平米,东 | 精装 | 有电梯,2018.03.15,425,低楼层(共28层) 2011年建板塔结合,链家成交,64393,794
3025,甘露家园 2室1厅 53.82平米,西 | 精装,2018.03.15,320,中楼层(共16层) 1989年建板塔结合,链家成交,60377,689
3026,都市心海岸 1室1厅 64.65平米,南 | 精装 | 有电梯,2018.03.15,460,中楼层(共19层) 2003年建板塔结合,链家成交,71875,644
3027,十里堡北区 3室1厅 68.72平米,东 西 | 毛坯,2018.03.14,335,顶层(共6层) 1982年建板楼,链家成交,49264,849
3028,望花路西里 3室1厅 112.04平米,东南 北 | 简装 | 有电梯,2018.03.14,660,高楼层(共21层) 1999年建塔楼,链家成交,58928,499
3029,风格派 1室0厅 51.29平米,南 | 精装 | 有电梯,2018.03.14,365,低楼层(共19层) 2007年建板塔结合,链家成交,71568,3000
3030,华贸城 2室1厅 52.08平米,东 | 精装 | 有电梯,2018.03.14,467,中楼层(共17层) 2012年建板塔结合,链家成交,89807,938
3031,都会国际 1室0厅 57.07平米,北 | 精装,2018.03.14,160,中楼层(共35层) 2002年建塔楼,链家成交,28070,3000
3032,核桃园北里 2室1厅 56.68平米,南 北 | 精装 | 无电梯,2018.03.14,500,中楼层(共6层) 1988年建板楼,链家成交,89285,938
3033,磨房北里 2室1厅 71.46平米,南 | 简装 | 有电梯,2018.03.14,420,高楼层(共18层) 1990年建塔楼,链家成交,59154,987
3034,丽都壹号 1室1厅 41.98平米,西 | 精装 | 有电梯,2018.03.14,450,中楼层(共4层) 2011年建塔楼,链家成交,109756,3000
3035,万达广场公寓 1室1厅 61.9平米,西北 | 精装 | 有电梯,2018.03.14,530,低楼层(共27层) 2005年建塔楼,链家成交,86885,477
3036,双兴小区 3室1厅 88.69平米,东南 西 北 | 精装 | 有电梯,2018.03.14,504,低楼层(共18层) 1998年建塔楼,链家成交,57272,688
3037,富力阳光美园 1室1厅 69.28平米,南 | 精装 | 有电梯,2018.03.14,350,低楼层(共27层) 2010年建塔楼,链家成交,50724,959
3038,八里庄北里小区 2室1厅 53.63平米,南 北 | 精装,2018.03.14,340,中楼层(共6层) 1982年建板楼,链家成交,64150,340
3039,静安里 1室0厅 35.69平米,南 | 简装 | 有电梯,2018.03.14,270,顶层(共12层) 1984年建板楼,链家成交,77142,889
3040,安贞西里 1室1厅 41.12平米,南 | 其他 | 无电梯,2018.03.14,350,中楼层(共6层) 1986年建板楼,链家成交,85365,3000
3041,禧福汇 3室1厅 135.23平米,南 | 简装 | 有电梯,2018.03.14,1200,高楼层(共20层) 2009年建板塔结合,链家成交,88888,1035
3042,中海城香克林 3室2厅 140.53平米,南 北 | 简装 | 有电梯,2018.03.14,900,中楼层(共11层) 2011年建板楼,链家成交,64285,873
3043,康家园 1室1厅 43.5平米,南 | 精装 | 无电梯,2018.03.14,274,中楼层(共6层) 板楼,链家成交,63720,499
3044,方华苑 2室1厅 95.37平米,西南 | 精装 | 有电梯,2018.03.14,550,中楼层(共22层) 1998年建塔楼,链家成交,57894,1065
3045,金茂府北区 4室2厅 268.5平米,南 北 | 精装 | 有电梯,2018.03.13,3700,顶层(共10层) 2012年建板楼,链家成交,138059,3000
3046,北京新天地 1室0厅 51.86平米,北 | 精装 | 有电梯,2018.03.13,298,高楼层(共20层) 2009年建板塔结合,链家成交,58431,1191
3047,延静西里 1室1厅 57.19平米,南 | 简装 | 有电梯,2018.03.13,350,高楼层(共17层) 1988年建塔楼,链家成交,61403,535
3048,富力城A区 3室2厅 122.81平米,西南 | 其他 | 有电梯,2018.03.13,1250,低楼层(共26层) 2004年建板塔结合,链家成交,102459,440
3049,枣营西里 2室1厅 71.46平米,西南 | 精装 | 有电梯,2018.03.13,558,中楼层(共18层) 1992年建塔楼,链家成交,78591,452
3050,静安里 1室1厅 44.2平米,西北 东北 | 精装,2018.03.13,322,低楼层(共22层) 1988年建塔楼,链家成交,73181,3000
3051,第三置业 2室0厅 113.23平米,东 | 精装 | 有电梯,2018.03.13,510,低楼层(共28层) 2004年建板塔结合,链家成交,45132,616
3052,弘善家园 3室1厅 89.98平米,西北 | 简装 | 有电梯,2018.03.13,430,高楼层(共28层) 2009年建塔楼,链家成交,48314,1181
3053,京通苑 2室1厅 84.13平米,东南 | 精装 | 有电梯,2018.03.13,390,顶层(共24层) 2003年建塔楼,链家成交,46428,599
3054,雅特住区 1室0厅 49.54平米,北 | 精装 | 有电梯,2018.03.13,320,中楼层(共16层) 2005年建塔楼,链家成交,65306,559
3055,西坝河东里 3室1厅 45.47平米,南 | 简装 | 无电梯,2018.03.13,327,底层(共6层) 1983年建板楼,链家成交,72666,1063
3056,安慧里一区 2室1厅 65.1平米,东南 | 其他,2018.03.13,520,低楼层(共25层) 1990年建塔楼,链家成交,80000,1164
3057,京城雅居 4室2厅 184.27平米,南 北 | 精装,2018.03.13,940,高楼层(共7层) 2006年建板楼,链家成交,51086,3000
3058,安慧里二区 1室2厅 50.64平米,东 | 精装 | 有电梯,2018.03.12,388,高楼层(共25层) 1990年建塔楼,链家成交,77600,3000
3059,禧福汇 3室1厅 148.11平米,南 北 | 其他 | 有电梯,2018.03.12,1300,低楼层(共20层) 2008年建板塔结合,链家成交,87837,1035
3060,京棉新城二厂 2室1厅 78.61平米,西南 | 精装 | 有电梯,2018.03.12,489,中楼层(共28层) 2009年建塔楼,链家成交,62692,1164
3061,首都机场南路西里 2室1厅 52.47平米,南 | 其他 | 无电梯,2018.03.12,205,顶层(共5层) 1980年建板楼,链家成交,39423,3000
3062,秀水园 2室1厅 60.98平米,东 西 | 简装 | 有电梯,2018.03.12,400,低楼层(共14层) 1993年建板塔结合,链家成交,66666,802
3063,北京像素南区 1室0厅 48.91平米,北 | 简装 | 有电梯,2018.03.12,135,低楼层(共23层) 2012年建板塔结合,链家成交,28125,66
3064,珠江帝景博悦 3室2厅 160.79平米,南 北 | 其他,2018.03.12,1450,低楼层(共15层) 2008年建板楼,链家成交,90625,912
3065,乐成国际 2室1厅 108.5平米,南 | 精装 | 有电梯,2018.03.12,950,低楼层(共21层) 2006年建板楼,链家成交,87962,820
3066,北京像素南区 1室1厅 55.38平米,南 | 简装 | 有电梯,2018.03.12,230,低楼层(共16层) 2012年建板塔结合,链家成交,41818,319
3067,康家园 3室1厅 79.15平米,南 北 | 简装 | 无电梯,2018.03.12,460,底层(共6层) 1996年建板楼,链家成交,58227,419
3068,百子湾家园二区 1室1厅 62.29平米,北 | 精装 | 有电梯,2018.03.12,358,中楼层(共24层) 2006年建板塔结合,链家成交,57741,3000
3069,北京像素南区 2室1厅 56.07平米,东 | 精装 | 有电梯,2018.03.12,237,中楼层(共16层) 2012年建板塔结合,链家成交,42321,339
3070,花家地西里三区 2室1厅 67.49平米,南 北 | 精装 | 无电梯,2018.03.12,470,底层(共6层) 1999年建板楼,链家成交,70149,3000
3071,安慧里二区 1室2厅 50.28平米,西 | 其他 | 有电梯,2018.03.12,390,中楼层(共25层) 1987年建塔楼,链家成交,78000,3000
3072,潘家园小区 3室1厅 73.41平米,南 北 | 精装 | 无电梯,2018.03.11,460,低楼层(共6层) 1980年建板楼,链家成交,63013,905
3073,炫特嘉园三期 1室0厅 40.85平米,北 | 精装 | 有电梯,2018.03.11,260,中楼层(共18层) 2006年建板塔结合,链家成交,65000,1145
3074,北京像素北区 2室1厅 49.57平米,东南 | 简装 | 有电梯,2018.03.11,198,低楼层(共13层) 2011年建板塔结合,链家成交,40408,583
3075,呼家楼新街大院 2室1厅 50.34平米,南 北 | 简装 | 无电梯,2018.03.11,550,中楼层(共6层) 1983年建板楼,链家成交,110000,968
3076,和平街十二区 1室1厅 57.53平米,南 | 精装 | 有电梯,2018.03.11,399,中楼层(共14层) 1998年建板塔结合,链家成交,70000,940
3077,甘露家园 2室1厅 61.48平米,南 北 | 简装 | 无电梯,2018.03.11,210,地下室(共6层) 1996年建板楼,链家成交,34426,3000
3078,三里屯SOHO 2室2厅 149.06平米,东北 | 精装 | 有电梯,2018.03.11,1100,中楼层(共28层) 2009年建塔楼,链家成交,73825,963
3079,望京西园一区 2室2厅 98.86平米,南 北 | 简装 | 无电梯,2018.03.11,610,顶层(共6层) 1997年建板楼,链家成交,62244,958
3080,华亭嘉园 3室2厅 201.12平米,东 南 北 | 简装 | 有电梯,2018.03.11,1350,高楼层(共32层) 2000年建塔楼,链家成交,67164,1159
3081,周庄嘉园东里 1室0厅 48.05平米,南 北 | 简装 | 无电梯,2018.03.11,310,中楼层(共6层) 2005年建板楼,链家成交,64583,3000
3082,慧忠北里 2室1厅 94.75平米,东 | 其他 | 有电梯,2018.03.11,612,中楼层(共24层) 1998年建塔楼,链家成交,65106,520
3083,华贸城 1室0厅 54.85平米,南 | 精装 | 有电梯,2018.03.11,358,高楼层(共28层) 2011年建板塔结合,链家成交,66296,794
3084,安贞西里 2室1厅 68.8平米,南 | 精装 | 有电梯,2018.03.11,560,高楼层(共16层) 1987年建塔楼,链家成交,82352,304
3085,美景东方 3室1厅 116.33平米,东北 | 精装,2018.03.10,800,顶层(共23层) 2010年建塔楼,链家成交,68965,1153
3086,弘善家园 1室1厅 60.18平米,南 | 精装 | 有电梯,2018.03.10,340,高楼层(共19层) 2009年建塔楼,链家成交,56666,1003
3087,筑华年 1室1厅 68.73平米,西 | 精装 | 有电梯,2018.03.10,460,中楼层(共28层) 2012年建板楼,链家成交,67647,3000
3088,太阳公元 3室1厅 137.56平米,南 北 | 精装,2018.03.10,1925,顶层(共25层) 2011年建板楼,链家成交,140510,834
