id,unitPrice,totalPrice,houseSize,dealHouseTxt,elevator,decorate,window,floorHight,lat,lng,room,area,hall
199,92982,530,57,1065,0,0,2,4,39.834366,116.598555,2,3,1
200,130500,522,40,3000,0,1,1,2,39.962935,116.432924,1,1,1
201,118421,450,38,535,0,1,1,2,39.937367,116.4464,1,1,1
202,98148,795,81,1069,1,0,2,3,39.968041,116.413127,3,1,1
203,91923,478,52,419,1,1,1,4,39.89722,116.453888,1,1,0
204,83055,598,72,607,1,0,2,1,39.86929,116.411728,2,1,1
206,88505,770,87,3000,1,0,1,3,39.869884,116.41636,2,1,1
207,124528,660,53,124,1,1,1,1,39.900736,116.441089,1,1,1
208,83653,870,104,451,1,1,1,3,39.902673,116.423988,1,1,1
209,125000,1100,88,102,1,0,2,2,39.929918,116.437323,2,1,1
211,94047,395,42,3000,0,0,1,2,39.951398,116.45023,1,1,1
212,104054,385,37,3000,1,0,1,1,39.879987,116.444779,1,1,0
213,85858,850,99,3000,1,0,2,2,39.904564,116.452179,2,1,2
214,72916,350,48,3000,0,1,2,2,39.895934,116.45343,2,3,1
215,108208,1450,134,720,1,1,2,1,39.905089,116.435568,2,1,1
216,100263,762,76,807,0,1,2,2,39.947216,116.445132,3,1,1
217,120000,720,60,1025,0,0,2,2,39.920073,116.435373,2,1,1
218,111864,660,59,1062,0,0,2,4,39.920073,116.435373,2,1,1
219,115000,920,80,622,1,1,2,4,39.964785,116.427983,2,1,1
220,104477,700,67,1102,1,1,2,2,39.905197,116.452938,2,1,1
221,147000,735,50,696,1,0,1,2,39.953994,116.432385,1,1,1
222,118644,700,59,733,1,1,1,3,39.9015,116.432085,1,1,1
223,87719,500,57,3000,0,1,2,1,39.876404,116.414992,2,1,1
224,87272,480,55,553,0,0,2,4,39.874432,116.420889,2,1,1
225,130819,798,61,3000,1,0,1,2,39.956467,116.421656,2,1,1
226,114426,698,61,486,0,1,2,1,39.896438,116.413347,2,1,1
227,92567,685,74,3000,1,1,1,1,39.901827,116.448281,1,1,1
228,122727,540,44,186,0,0,1,3,39.937367,116.4464,1,1,1
229,80810,598,74,3000,1,1,1,3,39.879987,116.444779,1,1,1
230,100000,700,70,3000,1,0,2,1,39.897418,116.448969,2,1,1
231,140243,1150,82,3000,0,0,2,1,39.942593,116.433982,3,1,1
232,137037,370,27,3000,1,1,1,2,39.901724,116.420519,1,1,0
233,134146,550,41,447,1,1,1,3,39.9015,116.432085,1,1,0
234,94920,598,63,3000,1,1,1,2,39.901827,116.448281,1,1,1
235,114583,1100,96,800,1,1,1,1,39.90446,116.429322,3,1,1
236,73469,360,49,3000,0,0,2,0,39.874432,116.420889,2,1,1
238,84126,530,63,3000,1,0,1,2,39.869884,116.41636,2,1,1
239,80555,870,108,3000,1,1,2,1,39.869884,116.41636,2,1,1
240,94680,445,47,943,0,0,1,3,39.892211,116.433645,1,1,1
241,96530,473,49,3000,1,0,2,2,39.948573,116.446413,1,1,1
243,103401,1520,147,3000,1,1,2,3,39.955101,116.445017,2,1,2
244,136904,575,42,480,1,0,1,4,39.965144,116.430115,1,1,1
245,60348,519,86,3000,1,0,2,1,39.869451,116.400429,2,1,1
246,120000,600,50,3000,0,1,1,2,39.968453,116.419441,2,1,1
247,84210,480,57,1073,0,0,2,3,39.834366,116.598555,2,3,1
248,100000,550,55,367,0,1,1,2,39.928071,116.437781,1,1,1
249,132142,370,28,3000,1,1,1,1,39.901724,116.420519,1,1,0
251,90140,640,71,471,1,0,1,1,39.897461,116.455287,2,1,2
252,74509,380,51,1008,1,1,2,1,39.866958,116.414438,2,1,1
253,97122,1350,139,696,1,0,3,3,39.953994,116.432385,4,1,1
254,114545,630,55,437,1,1,2,3,39.959136,116.412082,1,1,1
255,109000,545,50,705,1,1,2,1,39.9065,116.402572,2,2,1
256,130534,1710,131,486,1,1,1,2,39.90456,116.421323,2,1,2
257,79545,700,88,3000,0,1,2,2,39.967307,116.418654,3,1,1
258,120000,660,55,3000,0,1,2,1,39.969201,116.415078,2,1,1
259,111764,570,51,3000,1,1,1,4,39.894271,116.448681,1,1,1
260,81632,400,49,3000,0,1,2,3,39.879774,116.416132,2,1,1
261,97222,350,36,677,0,0,1,2,39.872717,116.417034,1,1,1
262,53731,360,67,662,0,0,2,0,39.892211,116.433645,2,1,1
263,108196,660,61,3000,1,1,1,2,39.876454,116.396984,2,1,1
264,64561,368,57,3000,0,0,2,4,39.86797,116.413896,2,1,1
265,85294,435,51,3000,1,0,1,3,39.897461,116.455287,1,1,1
266,104918,640,61,3000,1,1,2,1,39.876454,116.396984,1,1,2
267,112195,460,41,3000,0,0,2,2,39.892363,116.443966,1,1,1
269,144578,1200,83,756,0,1,2,2,39.932501,116.433645,3,1,1
270,84070,950,113,3000,1,1,2,2,39.94616,116.441991,2,1,1
271,139130,960,69,895,0,0,2,1,39.94629,116.418478,2,1,1
272,104054,770,74,1144,1,1,3,2,39.906429,116.435158,2,1,1
273,103278,630,61,3000,1,1,2,3,39.953566,116.439997,2,1,1
274,109180,666,61,3000,1,1,2,3,39.876454,116.396984,1,1,2
276,123595,1100,89,3000,1,1,2,4,39.876454,116.396984,2,1,2
277,114583,550,48,610,1,1,2,1,39.896433,116.441959,1,1,1
278,140659,1280,91,3000,1,1,2,2,39.938841,116.424786,2,1,1
279,89090,490,55,3000,1,0,2,1,39.9065,116.402572,3,2,1
280,133243,493,37,447,1,1,1,2,39.9015,116.432085,1,1,0
281,69642,780,112,3000,1,0,2,3,39.902673,116.423988,2,1,1
283,100000,500,50,3000,0,1,2,4,39.893365,116.441943,2,1,1
284,105600,528,50,3000,1,0,1,3,39.947007,116.451116,1,1,1
285,113636,750,66,391,0,0,3,3,39.927599,116.434544,2,1,1
286,115733,868,75,549,1,1,2,1,39.9015,116.432085,2,1,1
287,102727,452,44,307,1,1,1,3,39.899259,116.443497,1,1,0
288,91836,450,49,3000,0,1,3,4,39.893365,116.441943,2,1,0
289,68846,358,52,3000,0,0,1,1,39.870326,116.418109,2,1,1
290,89333,536,60,3000,1,1,1,1,39.901827,116.448281,1,1,1
292,89344,545,61,3000,1,1,2,1,39.904513,116.452073,2,1,1
293,45535,255,56,3000,0,0,2,0,39.866958,116.414438,2,1,1
294,94444,425,45,307,1,1,1,2,39.899259,116.443497,1,1,0
295,96825,610,63,3000,1,1,1,3,39.903108,116.443505,2,1,1
296,100000,390,39,210,0,1,2,1,39.950709,116.440568,1,1,1
297,108196,660,61,3000,1,1,2,3,39.876454,116.396984,2,1,1
298,108088,735,68,552,0,1,2,2,39.901724,116.420519,2,1,1
299,73250,293,40,3000,0,1,1,4,39.865287,116.419769,1,5,1
300,98412,620,63,3000,1,0,1,2,39.903108,116.443505,2,1,1
301,99305,715,72,586,0,1,1,4,39.901724,116.420519,2,1,1
302,68067,1620,238,634,0,0,2,3,39.92985,116.430775,4,1,2
303,132258,410,31,1140,1,1,1,2,39.894579,116.444839,1,1,0
305,115652,798,69,3000,0,0,2,1,39.928033,116.41576,3,1,1
306,97272,535,55,472,0,1,1,4,39.966986,116.428124,2,1,1
307,103191,485,47,3000,0,1,1,4,39.958209,116.434475,2,1,1
308,53030,350,66,3000,0,0,2,0,39.895945,116.415213,2,1,1
309,76190,960,126,3000,0,1,2,2,39.895945,116.415213,3,1,2
310,77543,442,57,677,0,1,2,3,39.872717,116.417034,2,1,1
311,134328,900,67,1003,0,1,2,1,39.930432,116.432612,2,1,1
312,65909,435,66,3000,1,0,1,2,39.869865,116.402298,2,1,1
313,64893,610,94,3000,1,0,2,3,39.869451,116.400429,2,1,1
315,92758,538,58,3000,1,0,1,2,39.904112,116.431796,1,1,1
316,82553,388,47,479,1,0,1,4,39.874484,116.408572,1,1,1
317,101694,600,59,706,1,1,1,3,39.9015,116.432085,1,1,1
318,65163,795,122,451,1,1,1,1,39.902673,116.423988,2,1,1
319,100000,560,56,3000,0,1,2,1,39.966986,116.428124,2,1,1
320,55000,385,70,418,0,0,1,3,39.865287,116.419769,2,5,1
321,114285,320,28,3000,1,1,1,1,39.901724,116.420519,1,1,0
322,93506,720,77,3000,1,1,2,3,39.953566,116.439997,3,1,1
324,103571,580,56,1156,0,0,2,2,39.969201,116.415078,2,1,1
325,102222,460,45,3000,1,0,1,3,39.942621,116.449296,1,1,0
326,100000,470,47,589,1,1,1,4,39.942363,116.443615,1,1,0
327,100000,430,43,3000,0,0,1,1,39.966986,116.428124,1,1,1
328,83593,535,64,3000,0,0,2,2,39.968409,116.437634,2,3,1
329,121951,500,41,990,0,0,1,2,39.953502,116.433065,1,0,1
330,90476,570,63,1064,1,1,1,2,39.969201,116.415078,2,1,1
331,44144,490,111,3000,1,1,1,1,39.955101,116.445017,2,1,2
334,66666,860,129,3000,1,1,2,1,39.86929,116.411728,3,1,2
336,100724,695,69,3000,1,1,2,2,39.928095,116.432731,2,1,2
337,90967,564,62,3000,1,0,1,2,39.894579,116.444839,1,1,1
338,91186,538,59,194,1,1,2,3,39.904513,116.452073,2,1,1
339,103076,670,65,3000,0,1,2,4,39.964608,116.423408,3,1,1
340,126969,419,33,626,0,0,1,1,39.963246,116.421993,1,1,1
341,75806,940,124,575,1,0,1,1,39.916581,116.436723,1,1,1
342,76666,437,57,677,0,0,2,2,39.872717,116.417034,2,1,1
344,80128,625,78,528,1,0,2,3,39.89968,116.434178,3,1,1
345,102238,685,67,3000,1,0,2,2,39.876454,116.396984,2,1,1
346,102000,510,50,3000,1,1,2,2,39.947007,116.451116,1,1,1
347,66049,535,81,927,1,0,2,1,39.86929,116.411728,2,1,1
348,78947,450,57,3000,0,0,2,4,39.958209,116.434475,3,1,1
349,88235,450,51,1195,1,0,1,1,39.969201,116.415078,1,1,1
350,85245,520,61,3000,1,1,1,1,39.901827,116.448281,1,1,1
351,94933,712,75,415,1,1,2,1,39.90241,116.428665,2,1,1
352,101886,540,53,643,0,1,1,3,39.901724,116.420519,1,1,1
354,93150,680,73,556,0,0,2,1,39.966986,116.428124,3,1,1
355,56962,450,79,609,1,0,1,1,39.86929,116.411728,2,1,1
357,85000,612,72,3000,1,0,1,3,39.903108,116.443505,2,1,1
358,94827,550,58,3000,0,1,2,1,39.937367,116.4464,2,1,1
359,105882,720,68,676,0,1,2,2,39.901724,116.420519,2,1,1
360,86718,555,64,335,1,0,1,1,39.900425,116.43883,1,1,1
361,83146,740,89,3000,1,0,1,3,39.959136,116.412082,2,1,1
362,86206,500,58,584,0,0,2,4,39.937367,116.4464,2,1,1
363,89814,485,54,3000,0,0,1,2,39.964608,116.423408,2,1,1
364,121739,840,69,278,0,1,2,2,39.945932,116.419069,2,1,1
365,67323,956,142,3000,1,1,1,1,39.942075,116.438958,2,1,2
366,65116,560,86,943,1,0,1,1,39.86929,116.411728,2,1,1
368,90909,600,66,3000,0,1,2,1,39.89084,116.448951,3,1,1
369,70250,562,80,3000,1,0,1,1,39.86929,116.411728,2,1,1
370,92241,535,58,894,0,0,2,4,39.929942,116.41476,2,1,1
371,92727,510,55,3000,1,1,1,3,39.957773,116.432835,1,1,1
372,99193,615,62,3000,1,1,2,3,39.876454,116.396984,2,1,1
373,80722,670,83,3000,1,0,1,2,39.94616,116.441991,1,1,1
374,112500,900,80,1099,1,0,1,1,39.928095,116.432731,2,1,1
375,60344,525,87,3000,0,0,2,1,39.869865,116.402298,2,1,1
376,102500,410,40,416,0,1,2,4,39.962646,116.425469,1,1,1
378,86842,495,57,3000,0,1,2,2,39.892211,116.433645,2,1,0
379,133962,710,53,521,0,0,2,1,39.924491,116.431718,2,1,1
380,86521,398,46,489,1,0,2,1,39.943667,116.440683,1,1,1
381,78125,500,64,3000,1,1,2,2,39.953566,116.439997,2,1,1
382,86000,430,50,759,0,0,1,1,39.968453,116.419441,2,1,1
383,86956,600,69,3000,1,0,1,3,39.904112,116.431796,3,1,1
384,100327,612,61,3000,1,1,2,1,39.876454,116.396984,2,1,1
385,82644,1000,121,3000,1,0,2,3,39.957122,116.405257,2,1,2
386,77659,365,47,3000,0,0,2,4,39.896589,116.417427,2,1,0
387,87272,480,55,985,0,1,1,2,39.967849,116.415377,2,1,1
388,107352,365,34,520,1,0,1,1,39.9065,116.402572,1,2,0
389,110526,420,38,200,0,0,1,2,39.964608,116.423408,1,1,1
390,86206,500,58,3000,1,1,2,1,39.900633,116.453003,1,1,1
391,95000,380,40,677,0,0,1,2,39.918098,116.436493,1,1,1
392,56363,620,110,343,1,0,1,4,39.869602,116.414407,3,1,1
393,87500,350,40,746,0,0,1,4,39.874432,116.420889,1,1,1
394,76119,510,67,1102,1,1,2,2,39.905197,116.452938,1,1,1
395,60344,350,58,581,0,1,2,2,39.86797,116.413896,2,1,1
396,106382,500,47,923,1,1,1,2,39.944929,116.448564,1,1,0
397,89189,330,37,820,0,1,1,1,39.962441,116.412947,1,1,1
399,75873,478,63,1068,1,0,1,3,39.905197,116.452938,1,1,1
400,69117,470,68,3000,1,1,1,2,39.959136,116.412082,2,1,1
401,79411,540,68,897,0,1,2,3,39.890797,116.439077,3,1,1
402,111111,500,45,3000,1,1,1,3,39.944929,116.448564,1,1,0
403,78000,390,50,170,1,1,1,1,39.897461,116.455287,1,1,1
404,73896,569,77,404,0,1,2,4,39.966986,116.428124,1,1,0
405,106511,458,43,435,0,1,2,3,39.962646,116.425469,1,1,1
406,44927,930,207,3000,1,0,2,1,39.942075,116.438958,4,1,1
407,73333,440,60,1068,1,1,2,1,39.905197,116.452938,1,1,1
408,80303,265,33,702,0,1,1,2,39.882207,116.426081,1,1,1
411,75675,280,37,676,1,1,2,3,39.957881,116.411135,1,1,0
412,72340,340,47,425,1,1,1,2,39.874484,116.408572,1,1,1
413,63888,345,54,378,0,0,2,4,39.870908,116.405949,2,1,1
414,48924,455,93,106,1,1,2,3,39.89722,116.453888,1,1,1
